pot_no,stem_no,tot_ht,grn_ht,mid_wd,bas_wd,cut,bent,twist,dh,color,allom,epi,porom,notes
1954,8,44.0,43.0,2.2,2.2,0,0,0,0,0,0,1,0,
1956,14,44.0,43.0,2.6,2.9,0,0,0,0,0,0,0,0,
1957,5,44.0,41.0,2.6,2.8,0,0,0,0,y,0,0,0,
1957,11,44.0,42.0,2.9,2.8,0,0,0,0,0,0,0,0,
1963,17,44.0,42.0,3.1,3.4,0,0,1,0,0,0,0,0,
1964,4,44.0,42.5,3.1,3.2,0,0,0,0,0,0,1,0,
1974,15,44.0,43.0,4.0,4.4,0,0,1,0,0,0,0,0,
1976,17,44.0,42.0,3.6,3.7,0,0,1,0,0,0,0,0,
1980,22,44.0,44.0,3.9,4.5,0,0,0,0,0,0,0,0,
1990,11,44.0,44.0,3.8,4.3,1,0,0,0,0,0,0,0,
5,1,44.5,44.0,3.6,3.8,0,0,0,0,0,1,0,0,
9,8,44.5,44.5,3.9,4.5,0,0,0,0,0,0,0,0,
17,7,44.5,44.5,3.4,4.0,0,0,1,0,0,0,0,0,
40,4,44.5,44.5,3.3,3.7,0,0,0,0,0,0,1,0,
50,1,44.5,44.0,2.3,2.3,0,0,0,0,0,1,0,0,
65,9,44.5,44.5,5.3,6.0,1,0,0,0,0,0,0,0,
68,7,44.5,44.5,5.6,5.8,0,0,0,0,0,0,0,0,
76,12,44.5,43.5,5.4,5.6,0,0,0,0,0,0,0,0,
77,10,44.5,44.5,4.6,5.4,0,0,0,0,0,0,0,0,
102,5,44.5,39.5,2.9,3.0,0,0,1,0,y,0,0,0,
107,3,44.5,42.5,2.5,2.7,0,0,1,0,0,0,1,0,
109,9,44.5,44.5,4.4,4.7,0,0,1,0,0,0,0,0,
148,4,44.5,44.5,2.9,3.0,0,0,0,0,0,0,0,0,
173,22,44.5,44.5,3.3,3.8,0,0,0,0,0,0,0,0,
196,3,44.5,44.5,2.6,3.5,0,0,0,0,0,0,0,0,
205,24,44.5,44.5,3.6,4.5,0,0,1,0,0,0,0,0,
209,6,44.5,44.0,3.4,3.7,0,1,0,0,0,0,0,0,
223,13,44.5,44.5,3.8,4.2,0,0,0,0,0,0,0,0,
244,11,44.5,43.5,1.8,2.2,0,0,1,0,r,0,0,0,
249,29,44.5,43.0,4.0,4.1,0,0,0,0,0,2,0,0,
256,2,44.5,43.5,3.4,4.1,0,0,0,0,0,0,0,0,
269,1,44.5,32.0,4.0,4.5,0,0,0,0,0,0,0,0,
270,13,44.5,43.0,5.1,5.6,0,0,0,0,0,0,0,0,
294,2,44.5,43.0,3.7,3.8,0,0,0,0,y,0,0,0,
337,17,44.5,41.5,2.9,3.1,0,0,0,0,0,0,0,0,
338,2,44.5,41.0,2.4,2.5,0,0,1,0,b,0,0,0,
349,3,44.5,44.0,3.5,4.6,0,0,1,0,0,0,0,0,
354,1,44.5,43.0,2.4,2.7,0,0,1,0,w,0,0,0,
355,14,44.5,44.0,3.4,4.1,0,0,0,0,0,0,0,0,
357,4,44.5,40.0,3.8,4.4,0,0,1,0,0,0,0,0,
364,17,44.5,44.5,4.1,4.6,0,0,0,0,0,0,0,0,
386,4,44.5,38.0,2.2,2.2,0,0,1,0,r,0,0,0,
390,8,44.5,36.5,2.1,1.9,0,0,0,0,y,0,0,0,
394,16,44.5,44.0,2.3,2.9,0,0,0,0,0,0,0,0,
395,15,44.5,44.5,2.4,2.4,0,0,1,0,0,0,1,0,
400,6,44.5,44.5,2.6,2.7,0,0,0,0,0,0,0,0,
404,5,44.5,42.0,2.4,2.7,0,0,0,0,y,0,0,0,
404,10,44.5,42.0,3.6,3.9,0,0,1,0,0,0,0,0,
415,12,44.5,44.5,3.5,3.8,0,0,0,0,0,0,0,0,
1641,7,44.5,44.0,3.5,3.9,0,0,1,0,0,0,0,0,
1681,5,44.5,43.0,2.1,2.2,0,0,0,0,0,0,0,0,
1681,15,44.5,44.0,2.4,3.5,0,0,0,0,0,0,0,0,
1683,13,44.5,45.5,3.3,3.6,0,0,0,0,0,0,0,0,
1684,1,44.5,39.0,2.7,2.9,0,0,1,0,r,0,0,0,
1684,3,44.5,43.0,3.3,3.4,0,0,0,0,0,1,0,0,
1688,11,44.5,44.5,2.4,2.5,0,0,1,0,0,0,0,0,
1801,2,44.5,44.5,3.3,3.8,0,0,0,0,0,2,0,0,
1838,9,44.5,43.0,3.3,3.9,0,0,1,0,0,2,0,0,
1840,2,44.5,44.5,2.4,2.8,0,0,1,0,0,1,0,0,
1884,5,44.5,44.0,2.3,2.4,0,0,0,0,0,0,0,0,
1887,16,44.5,44.5,2.5,2.7,0,0,1,0,0,0,0,0,
1953,23,44.5,43.5,3.9,4.2,0,0,1,0,0,0,0,0,
1956,16,44.5,42.0,3.2,3.3,0,0,0,0,0,0,0,0,
1956,24,44.5,43.0,3.0,3.3,0,0,1,0,0,0,0,0,
1972,23,44.5,40.5,2.9,3.9,0,0,1,0,0,0,0,0,
1977,7,44.5,29.0,4.5,5.3,1,1,0,0,0,0,0,0,
1983,2,44.5,44.5,3.9,4.4,0,0,0,0,0,0,0,0,
1998,3,44.5,42.5,2.8,3.4,0,0,0,0,0,0,1,0,
3,2,45.0,42.5,3.0,3.2,0,0,0,0,y,0,0,0,
12,9,45.0,45.0,3.2,2.8,0,0,0,0,0,0,0,0,
13,3,45.0,45.0,4.9,6.3,0,0,0,0,0,0,0,0,
15,1,45.0,43.0,2.3,2.4,0,0,0,0,r,0,0,0,
25,8,45.0,44.5,3.5,3.8,0,0,1,0,0,0,0,0,
27,1,45.0,45.0,4.0,4.4,0,0,0,0,0,1,0,0,
30,11,45.0,44.5,4.5,4.4,0,0,0,0,0,0,0,0,
51,4,45.0,38.5,2.9,3.4,0,0,0,0,y,0,0,0,
102,3,45.0,44.5,3.4,4.0,0,0,1,0,0,0,1,0,
102,4,45.0,31.0,1.9,2.1,0,0,0,0,r,0,0,0,
102,10,45.0,45.0,2.8,3.0,0,0,0,0,0,0,0,0,
104,11,45.0,44.5,2.3,2.4,0,0,0,0,0,2,0,0,
110,26,45.0,44.0,2.9,3.3,0,0,1,0,0,0,0,0,
116,21,45.0,45.0,4.3,4.8,0,0,0,0,0,0,0,0,
147,5,45.0,43.0,2.4,2.6,0,0,0,0,r,0,0,0,
168,9,45.0,45.0,4.5,4.6,0,0,1,0,0,0,0,0,
174,4,45.0,45.0,4.1,4.8,0,0,0,0,0,0,0,0,
194,5,45.0,43.0,2.9,3.2,0,0,1,0,0,0,0,0,
197,17,45.0,44.0,2.9,3.1,0,0,1,0,0,0,0,0,
200,7,45.0,43.0,3.0,3.1,0,0,0,0,y,0,0,0,
243,6,45.0,45.0,2.9,2.9,0,0,1,0,0,0,0,0,
249,2,45.0,37.0,2.9,3.3,0,1,1,0,y,0,0,0,
249,30,45.0,45.0,3.0,3.1,0,0,0,0,0,0,1,1,
263,7,45.0,42.5,4.4,4.8,0,1,0,0,0,0,0,0,
264,6,45.0,20.0,1.6,2.1,0,1,0,0,0,0,0,0,
312,28,45.0,45.0,3.4,4.0,0,0,0,0,0,0,0,0,
320,4,45.0,43.5,3.4,4.1,0,1,0,0,0,0,0,0,
364,2,45.0,43.5,4.2,5.0,0,0,0,0,0,2,0,0,
388,13,45.0,44.0,2.7,2.8,0,0,1,0,0,0,0,0,
388,20,45.0,45.0,2.8,2.9,0,0,0,0,0,1,0,0,
391,2,45.0,13.5,2.0,2.4,0,1,1,0,y,0,0,0,
392,17,45.0,45.0,2.4,2.4,0,0,1,0,0,0,0,0,
412,13,45.0,37.0,3.0,3.1,0,0,0,0,0,0,0,0,
1634,6,45.0,44.0,2.8,3.2,0,0,0,0,0,1,0,0,
1642,7,45.0,45.0,2.9,3.4,0,0,0,0,0,0,0,0,
1644,9,45.0,45.0,3.5,4.1,0,0,0,0,0,0,0,0,
1650,17,45.0,45.0,3.1,3.6,0,0,0,0,0,0,0,0,
1682,2,45.0,45.0,3.5,3.6,0,0,0,0,0,2,0,0,
1688,14,45.0,45.0,2.3,2.5,0,0,1,0,0,0,0,0,
1839,10,45.0,42.5,2.3,2.4,0,0,0,0,0,0,0,0,
1881,3,45.0,44.5,2.3,2.4,0,0,0,0,0,2,0,0,
1888,10,45.0,37.0,3.1,3.5,0,0,0,0,0,0,0,0,
1898,8,45.0,44.0,4.7,5.6,0,0,0,0,0,0,0,0,
1956,8,45.0,42.0,2.3,2.5,0,0,0,0,0,2,0,0,
1956,20,45.0,42.0,2.9,3.1,0,0,1,0,0,0,0,0,
1965,6,45.0,44.0,3.3,3.7,0,0,1,0,0,0,0,0,
1969,6,45.0,42.5,4.4,5.4,0,0,0,0,0,0,0,0,
1974,27,45.0,45.0,3.2,3.6,0,0,1,0,0,0,0,0,
1978,2,45.0,45.0,4.1,4.3,0,0,0,0,0,2,0,0,
1978,4,45.0,6.0,3.6,3.8,0,0,0,0,0,0,0,0,
1990,15,45.0,41.0,1.5,5.0,0,1,0,0,0,0,0,0,
1991,10,45.0,43.0,3.5,4.0,0,0,1,0,0,0,0,0,
3,22,45.5,44.0,2.7,2.5,0,0,0,0,0,1,0,0,
15,9,45.5,45.5,3.1,3.5,0,0,0,0,0,0,0,0,
16,7,45.5,44.0,2.9,3.1,0,0,0,0,0,0,0,0,
30,13,45.5,44.0,4.5,5.3,0,0,0,0,0,0,0,0,
51,5,45.5,33.5,2.3,2.3,0,0,0,0,r,0,0,0,
51,8,45.5,44.5,3.1,3.6,0,0,0,0,0,0,0,0,
58,2,45.5,45.5,3.5,3.9,0,0,0,0,0,1,0,0,
62,1,45.5,42.5,2.3,2.7,0,0,0,0,r,0,0,0,
68,18,45.5,45.5,3.7,4.9,0,0,0,0,0,0,0,0,
97,3,45.5,45.0,2.2,2.3,0,0,0,0,0,0,1,0,
100,8,45.5,45.0,3.1,3.7,0,0,0,0,0,0,0,0,
112,25,45.5,44.5,1.7,2.2,0,0,0,0,0,1,0,0,
117,15,45.5,45.5,3.9,4.3,0,0,0,0,0,0,0,0,
120,18,45.5,45.0,4.8,5.3,0,0,0,0,0,0,0,0,
125,12,45.5,45.5,3.9,4.6,0,0,0,0,0,0,0,0,
133,3,45.5,45.5,3.8,4.2,0,0,0,0,0,0,1,0,
172,19,45.5,45.0,4.3,5.1,0,0,0,0,0,0,0,0,
195,3,45.5,44.0,2.5,2.6,0,0,0,0,b,0,0,0,
195,11,45.5,45.5,3.5,3.6,0,0,0,0,0,0,0,0,
196,11,45.5,44.0,2.5,2.6,0,0,0,0,b,0,0,0,
199,5,45.5,26.0,2.3,2.5,0,0,0,0,r,0,0,0,
201,3,45.5,45.0,2.3,2.3,0,0,0,0,b,0,0,0,
203,8,45.5,45.5,4.3,5.1,0,0,1,0,0,0,0,0,
206,17,45.5,45.0,2.5,2.8,0,0,1,0,0,1,0,0,
207,1,45.5,44.0,2.9,3.1,0,0,1,0,0,0,0,0,
207,14,45.5,45.5,4.3,4.6,0,0,1,0,0,0,0,0,
212,13,45.5,44.5,5.0,6.2,0,0,0,0,0,0,0,0,
222,2,45.5,43.5,5.5,5.8,0,0,1,0,0,2,0,0,
252,16,45.5,45.0,3.2,3.2,0,0,0,0,0,0,0,0,
256,5,45.5,43.5,2.4,3.0,0,0,0,0,0,0,0,0,
258,18,45.5,45.5,3.3,3.3,0,0,1,0,0,0,0,0,
263,12,45.5,45.0,3.0,3.3,0,0,0,0,0,0,0,0,
268,10,45.5,45.5,4.4,4.6,0,0,1,0,0,0,0,0,
293,3,45.5,25.0,2.8,2.8,0,0,0,0,b,0,0,0,
293,18,45.5,45.5,3.4,3.5,0,0,0,0,0,0,1,0,
312,20,45.5,43.0,5.2,5.7,0,1,0,0,0,0,0,0,
345,11,45.5,45.5,2.5,2.6,0,0,1,0,0,0,0,0,
350,11,45.5,45.5,3.4,3.7,0,0,0,0,0,0,0,0,
359,6,45.5,45.5,2.9,3.5,0,0,0,0,0,0,0,0,
366,2,45.5,25.0,2.5,2.6,0,0,0,0,0,0,0,0,
368,4,45.5,8.0,4.5,5.1,0,1,0,0,0,0,0,0,
388,21,45.5,45.5,2.2,2.5,0,0,0,0,0,2,0,0,
395,12,45.5,44.5,2.6,2.7,0,0,0,0,0,0,0,0,
397,18,45.5,44.0,2.7,3.2,0,0,0,0,0,0,0,0,
399,1,45.5,44.0,2.5,3.2,0,0,1,0,0,1,0,0,
404,6,45.5,45.0,3.9,5.1,0,0,1,0,0,0,0,0,
412,10,45.5,42.0,2.7,2.7,0,0,0,0,0,0,0,0,
1637,8,45.5,42.0,2.7,2.8,0,0,0,0,r,0,0,0,
1641,16,45.5,45.0,3.3,3.3,0,0,1,0,0,0,0,0,
1641,17,45.5,45.5,3.6,3.9,1,0,0,0,0,0,0,0,
1642,3,45.5,44.0,2.7,2.9,0,0,0,0,0,1,0,0,
1643,9,45.5,42.0,2.6,2.9,0,0,1,0,0,0,0,0,
1646,2,45.5,44.0,2.4,2.9,0,0,0,0,0,0,0,0,
1653,4,45.5,45.5,3.2,3.3,0,0,1,0,0,2,0,0,
1658,7,45.5,43.0,2.2,2.3,0,0,0,0,0,0,0,0,
1687,3,45.5,45.0,2.3,2.3,0,0,0,0,0,0,0,0,
1688,12,45.5,41.5,2.0,2.1,0,0,0,0,0,0,0,0,
1691,5,45.5,45.0,3.5,4.1,0,0,0,0,0,0,0,0,
1691,14,45.5,45.5,3.1,3.4,0,0,0,0,0,0,0,0,
1834,2,45.5,45.5,2.0,2.8,0,0,1,0,0,2,0,0,
1835,7,45.5,43.5,4.0,4.9,0,1,0,0,0,0,0,0,
1839,1,45.5,41.0,2.7,3.0,0,0,1,0,y,0,0,0,
1860,4,45.5,15.0,4.4,5.2,0,0,0,0,0,0,0,0,
1880,4,45.5,44.5,3.7,4.3,0,0,1,0,0,0,1,0,
1888,4,45.5,45.5,3.0,3.6,0,0,0,0,0,1,0,0,
1888,9,45.5,45.0,3.3,4.0,0,0,0,0,0,0,0,0,
1891,7,45.5,5.5,2.7,2.6,0,0,0,0,r,0,0,0,
1898,11,45.5,45.5,2.6,2.9,0,0,0,0,0,0,0,0,
1962,8,45.5,45.5,4.3,4.8,0,0,0,0,0,0,0,0,
1962,8,45.5,45.5,4.3,4.8,0,0,0,0,0,0,0,0,
1972,11,45.5,42.5,3.8,4.0,0,0,0,0,0,0,0,0,
59,10,46.0,44.0,2.3,2.2,0,0,0,0,0,0,0,0,
59,29,46.0,46.0,1.6,1.9,0,0,1,0,0,0,0,0,
72,19,46.0,46.0,3.9,4.4,0,0,0,0,0,0,0,0,
102,6,46.0,45.5,3.4,3.9,0,0,0,0,0,0,0,0,
107,12,46.0,45.0,2.9,3.5,0,0,1,0,0,0,0,0,
109,19,46.0,44.5,3.8,4.2,0,0,0,0,0,0,0,0,
112,12,46.0,43.0,2.6,2.8,0,0,0,0,0,0,0,0,
118,1,46.0,45.0,4.7,5.9,0,0,0,0,0,1,0,0,
151,7,46.0,46.0,4.5,2.9,0,0,0,0,0,0,0,0,
153,4,46.0,45.0,3.7,3.8,0,0,0,0,0,1,0,0,
158,12,46.0,46.0,2.6,2.6,0,0,0,0,0,0,0,0,
162,20,46.0,46.0,3.1,3.6,0,0,1,0,0,0,0,0,
166,15,46.0,46.0,3.2,3.8,0,0,1,0,0,0,0,0,
170,1,46.0,45.5,3.6,4.4,0,0,0,0,0,1,0,0,
199,3,46.0,42.0,2.7,2.7,0,0,0,0,b,0,0,0,
200,6,46.0,42.5,2.3,2.3,0,0,0,0,b,0,0,0,
203,5,46.0,44.0,3.2,3.2,0,0,1,0,0,0,1,0,
222,8,46.0,44.0,5.0,5.7,0,0,0,0,0,0,0,0,
246,7,46.0,45.0,3.5,4.1,0,0,1,0,0,0,0,0,
247,20,46.0,45.5,2.6,2.7,0,0,1,0,0,0,0,0,
249,17,46.0,45.0,3.0,3.1,0,0,1,0,0,0,0,0,
249,22,46.0,45.5,2.6,3.0,0,0,0,0,0,0,0,0,
249,26,46.0,45.5,3.2,2.9,0,0,0,0,0,0,0,0,
255,16,46.0,46.0,2.8,3.8,0,0,0,0,0,0,0,0,
265,3,46.0,46.0,4.5,4.5,0,0,0,0,0,0,0,0,
304,20,46.0,46.0,3.4,3.5,0,0,0,0,0,0,0,0,
304,22,46.0,46.0,3.6,4.1,0,0,1,0,0,0,0,0,
308,19,46.0,46.0,4.1,4.2,0,0,0,0,0,0,0,0,
311,10,46.0,2.0,2.4,2.5,0,0,0,0,0,0,0,0,
337,2,46.0,44.0,2.4,2.5,0,0,0,0,0,2,0,0,
341,5,46.0,44.5,2.0,2.4,0,0,1,0,0,1,0,0,
348,14,46.0,44.0,3.6,3.9,0,0,0,0,0,0,0,0,
350,12,46.0,45.5,3.3,3.8,0,0,0,0,0,0,0,0,
353,16,46.0,46.0,3.3,3.3,0,0,0,0,0,0,0,0,
357,5,46.0,44.0,3.6,4.1,0,0,0,0,0,0,0,0,
360,15,46.0,45.0,3.9,4.9,0,0,0,0,0,0,0,0,
390,2,46.0,45.0,4.0,4.2,0,0,0,1,0,0,0,0,
392,1,46.0,44.0,2.5,2.6,0,0,1,0,0,1,0,0,
395,8,46.0,45.5,2.8,2.1,0,0,1,0,0,0,0,0,
410,5,46.0,45.0,2.9,3.4,0,0,1,0,0,0,0,0,
1635,5,46.0,44.5,4.1,4.3,0,0,0,0,0,0,0,0,
1640,1,46.0,44.5,2.6,2.7,0,0,0,0,0,0,0,0,
1642,2,46.0,42.0,2.6,2.7,0,0,0,0,b,0,0,0,
1643,15,46.0,46.0,3.5,3.8,0,0,0,0,0,0,0,0,
1646,13,46.0,44.0,2.2,2.4,0,0,0,0,0,2,0,0,
1687,13,46.0,45.0,2.9,3.3,0,0,1,0,0,0,0,0,
1689,3,46.0,46.0,3.5,4.5,0,0,1,0,0,2,0,0,
1693,5,46.0,44.5,3.1,3.3,0,0,0,0,0,0,0,0,
1804,2,46.0,44.5,4.1,4.4,0,0,0,0,0,1,0,0,
1837,1,46.0,41.0,3.9,4.1,0,0,0,0,y,0,0,0,
1837,7,46.0,45.5,3.0,3.1,0,0,0,0,0,0,0,0,
1840,13,46.0,46.0,2.9,2.9,0,0,1,0,0,0,0,0,
1850,5,46.0,46.0,2.0,2.1,0,0,0,0,0,1,0,0,
1931,3,46.0,44.5,2.5,2.8,0,0,0,0,0,2,0,0,
1953,21,46.0,44.5,2.9,3.2,0,0,0,0,0,0,0,0,
1954,2,46.0,41.0,2.1,2.0,0,0,1,0,b,0,0,0,
1964,12,46.0,45.5,2.6,2.9,0,0,0,0,0,0,0,0,
1965,8,46.0,44.0,2.8,3.0,0,0,1,0,0,0,0,0,
1968,6,46.0,36.0,2.5,2.5,0,0,1,0,r,0,0,0,
1992,8,46.0,43.0,3.8,4.5,0,1,0,0,0,0,0,0,
10,13,46.5,46.0,3.2,3.5,0,0,0,0,0,0,0,0,
20,6,46.5,45.5,3.3,3.8,0,0,0,0,0,0,0,0,
23,16,46.5,46.5,3.3,3.8,0,0,0,0,0,0,0,0,
26,11,46.5,44.5,5.8,6.2,0,0,0,0,0,0,0,0,
27,11,46.5,45.5,4.2,4.6,0,0,0,0,0,0,0,0,
49,1,46.5,43.5,3.0,2.8,0,0,0,0,b,0,0,0,
52,14,46.5,45.5,2.7,3.0,0,0,0,0,0,2,0,0,
57,10,46.5,46.5,3.6,4.3,0,0,0,0,0,1,0,0,
59,27,46.5,46.5,1.2,1.4,0,0,0,0,0,0,0,0,
64,11,46.5,45.5,4.2,4.8,0,0,1,0,0,0,0,0,
107,9,46.5,44.5,2.4,2.5,0,0,1,0,0,0,0,0,
112,15,46.5,45.0,2.4,2.8,0,0,0,0,0,0,0,0,
112,24,46.5,29.0,1.5,1.6,0,0,0,0,0,0,0,0,
118,6,46.5,45.5,4.2,4.6,0,0,0,0,0,0,0,0,
151,1,46.5,46.5,2.4,2.4,0,0,0,1,0,0,0,0,
153,6,46.5,45.5,3.7,4.5,0,0,1,0,0,0,1,0,
156,9,46.5,44.5,4.0,4.1,0,0,0,0,y,0,0,0,
197,1,46.5,24.5,3.1,3.2,0,0,0,0,b,0,0,0,
200,8,46.5,45.0,1.9,1.7,0,0,0,0,0,0,0,0,
203,3,46.5,45.5,3.4,3.7,0,0,1,0,0,1,0,0,
205,8,46.5,46.5,2.8,2.9,0,0,1,0,0,0,0,0,
218,24,46.5,46.5,4.5,5.1,0,0,0,0,0,0,0,0,
219,26,46.5,45.0,4.7,5.0,0,0,0,0,0,0,0,0,
229,1,46.5,46.5,4.2,4.4,0,0,0,0,0,1,0,0,
255,17,46.5,46.5,3.6,3.8,0,0,1,0,0,0,0,0,
263,33,46.5,46.5,3.8,4.3,0,0,0,0,0,0,0,0,
270,16,46.5,45.5,4.8,5.3,0,0,0,0,0,0,0,0,
272,18,46.5,46.5,3.7,4.8,0,0,0,0,0,0,0,0,
301,18,46.5,46.0,3.4,4.5,0,0,0,0,0,0,1,0,
319,20,46.5,46.5,2.4,3.2,0,0,0,0,0,0,0,0,
338,6,46.5,45.0,2.8,2.8,0,0,1,0,0,0,0,1,
339,18,46.5,22.0,2.1,2.3,0,0,0,0,0,0,0,0,
340,11,46.5,36.5,2.5,2.8,0,0,0,0,0,0,0,0,
342,16,46.5,44.5,1.6,1.6,0,0,0,0,0,0,0,0,
345,14,46.5,9.5,2.4,2.9,0,1,0,0,0,0,0,0,
348,12,46.5,46.0,3.3,3.7,0,0,1,0,0,0,0,0,
354,14,46.5,43.0,3.0,3.1,0,0,0,0,0,0,0,0,
367,9,46.5,46.5,4.1,4.4,0,0,0,0,0,0,1,0,
1640,2,46.5,45.0,2.3,2.5,0,0,0,0,0,0,0,0,
1640,9,46.5,45.0,2.7,2.8,0,1,0,0,0,0,0,0,
1643,11,46.5,46.0,2.6,2.8,0,0,0,0,0,0,0,0,
1647,1,46.5,46.0,2.0,2.2,0,0,0,0,0,1,0,0,
1647,16,46.5,45.0,2.9,3.4,0,0,1,0,0,0,0,0,
1683,6,46.5,45.5,2.2,2.7,0,0,0,0,0,0,0,0,
1687,7,46.5,45.5,2.6,2.8,0,0,0,0,0,0,0,0,
1688,20,46.5,46.0,2.1,2.2,0,0,1,0,0,0,0,0,
1689,14,46.5,46.5,2.9,3.5,0,0,0,0,0,0,0,0,
1691,12,46.5,46.5,2.1,2.8,0,0,0,0,0,0,0,0,
1802,10,46.5,46.5,3.5,3.1,0,0,0,0,0,0,0,0,
1804,13,46.5,7.0,3.8,4.1,1,0,0,0,y,0,0,0,
1804,18,46.5,44.5,4.3,4.7,0,0,0,0,0,0,0,0,
1806,6,46.5,45.0,5.8,7.4,0,0,0,0,0,0,0,0,
1811,6,46.5,42.5,4.1,4.7,0,0,0,0,0,0,0,0,
1843,10,46.5,46.5,3.2,3.2,0,0,1,0,0,0,0,0,
1846,11,46.5,46.0,4.9,5.1,0,0,0,0,0,0,0,0,
1846,17,46.5,46.0,3.0,3.5,0,0,0,0,0,0,0,0,
1933,20,46.5,45.0,3.4,4.4,0,0,1,0,0,0,0,0,
1953,5,46.5,44.5,2.4,2.7,0,0,0,0,y,0,0,0,
1955,5,46.5,46.0,1.6,1.7,0,0,0,0,0,0,0,0,
1960,23,46.5,45.5,2.5,2.5,0,0,0,0,0,0,0,0,
1965,3,46.5,46.5,3.3,3.7,0,0,0,0,0,0,1,0,
1969,5,46.5,46.0,3.4,3.7,0,0,1,0,0,0,0,0,
1969,12,46.5,42.0,3.3,3.6,0,0,1,0,0,0,0,0,
1991,13,46.5,43.0,4.5,5.3,0,0,0,0,0,0,0,0,
21,18,47.0,47.0,3.6,3.9,0,0,0,0,0,0,0,0,
37,4,47.0,47.0,3.3,3.7,0,0,0,0,0,0,0,0,
52,3,47.0,45.0,2.2,2.5,0,0,0,0,b,0,0,0,
71,3,47.0,47.0,5.8,6.5,0,0,0,0,0,2,0,0,
98,7,47.0,46.5,1.5,1.8,0,0,0,0,0,0,0,0,
107,5,47.0,44.0,2.7,2.6,0,0,0,0,0,y,0,0,
107,17,47.0,47.0,2.9,3.3,0,0,0,0,0,0,0,0,
126,18,47.0,47.0,4.2,4.2,0,0,0,0,0,0,1,0,
145,6,47.0,41.5,2.7,3.1,0,0,0,0,0,0,0,0,
150,4,47.0,43.5,3.3,3.2,0,0,1,0,y,0,0,0,
153,9,47.0,47.0,3.5,3.8,0,0,1,0,0,0,0,0,
168,8,47.0,47.0,3.3,3.7,0,0,0,0,0,0,0,0,
170,16,47.0,46.5,5.1,6.1,0,0,0,0,0,0,0,0,
171,5,47.0,45.5,5.2,6.1,0,0,0,0,0,0,0,0,
197,15,47.0,47.0,3.3,3.4,0,0,0,0,0,0,0,0,
201,16,47.0,45.5,2.9,3.6,0,0,1,0,0,0,0,0,
203,17,47.0,46.0,2.6,2.8,0,0,1,0,0,0,0,0,
216,4,47.0,47.0,3.9,4.7,0,0,1,0,0,0,0,0,
246,4,47.0,46.0,3.2,3.5,0,0,0,0,0,0,0,0,
255,1,47.0,42.5,3.2,3.1,0,0,0,0,y,0,0,0,
263,25,47.0,45.5,3.5,3.9,0,0,0,0,0,0,0,0,
268,14,47.0,47.0,2.7,2.9,0,0,0,0,0,0,0,0,
289,4,47.0,47.0,2.8,2.9,1,1,0,0,0,0,0,0,
295,6,47.0,33.0,2.3,2.3,1,0,0,0,0,0,0,0,
297,1,47.0,46.5,3.9,4.0,0,0,0,0,0,1,0,0,
299,8,47.0,46.0,4.3,4.6,0,0,0,0,0,0,0,0,
302,13,47.0,47.0,4.1,4.3,0,0,0,0,0,0,0,0,
304,16,47.0,47.0,3.7,3.8,0,0,0,0,0,0,0,0,
311,8,47.0,34.5,2.5,2.8,0,0,0,0,0,0,0,0,
337,9,47.0,45.5,2.4,2.4,0,0,1,0,0,0,0,0,
338,4,47.0,25.0,2.3,2.6,0,0,0,0,y,0,0,0,
339,12,47.0,45.5,2.8,2.8,0,0,0,0,0,0,0,0,
345,5,47.0,44.5,2.5,2.7,0,0,1,0,b,0,0,0,
348,8,47.0,42.5,2.8,2.9,0,0,0,0,0,0,0,0,
349,2,47.0,47.0,2.8,3.6,0,0,0,0,0,0,0,0,
375,9,47.0,44.0,3.9,4.6,0,0,1,0,0,0,0,0,
395,10,47.0,45.5,4.6,4.8,0,0,1,0,0,0,0,0,
395,14,47.0,47.0,2.8,3.0,0,0,0,0,0,2,0,0,
396,9,47.0,47.0,2.5,2.6,0,0,0,0,0,0,0,0,
403,5,47.0,47.0,2.5,2.8,0,0,0,0,0,0,0,0,
407,14,47.0,46.5,2.7,2.8,0,0,0,0,0,0,0,0,
415,1,47.0,47.0,3.1,3.3,0,0,1,0,0,1,0,0,
1622,7,47.0,9.5,2.5,2.7,0,1,0,0,0,0,0,0,
1646,9,47.0,46.0,2.3,2.4,0,0,0,0,0,0,1,0,
1649,2,47.0,46.5,3.9,5.6,0,0,0,0,0,2,0,0,
1655,4,47.0,47.0,4.1,4.8,0,0,0,0,0,2,0,0,
1685,1,47.0,44.5,2.5,2.7,0,0,0,0,0,1,0,0,
1686,2,47.0,46.0,3.3,3.8,0,0,0,0,0,2,0,0,
1687,19,47.0,46.5,4.3,4.6,0,0,0,0,0,2,0,0,
1699,5,47.0,46.5,4.2,4.9,0,0,0,0,0,0,0,0,
1804,27,47.0,47.0,3.1,3.7,0,0,0,0,0,0,0,0,
1811,14,47.0,46.0,2.2,2.8,0,0,0,0,0,0,0,0,
1837,4,47.0,46.0,3.3,3.7,0,0,1,0,0,0,0,0,
1840,24,47.0,47.0,1.9,2.1,0,0,1,0,0,0,0,0,
1845,12,47.0,47.0,2.9,3.2,0,0,0,0,0,0,0,0,
1850,4,47.0,46.0,2.0,2.0,0,0,0,0,0,0,0,0,
1850,6,47.0,46.0,1.9,2.3,0,1,0,0,0,2,0,0,
1885,3,47.0,44.0,2.3,2.2,0,0,1,0,r,0,0,0,
