pot_no,stem_no,tot_ht,grn_ht,mid_wd,bas_wd,cut,bent,twist,dh,color,allom,epi,porom,notes
339,6,65.0,64.0,2.9,0.0,0,0,0,0,0,0,0,0,
348,3,65.0,63.0,4.0,3.9,0,0,0,0,0,0,1,0,
357,14,65.0,63.0,3.6,4.1,0,0,0,0,0,0,0,0,
357,15,65.0,63.5,3.1,4.0,0,0,0,0,0,0,0,0,
359,2,65.0,63.5,3.6,4.0,0,0,0,0,0,2,0,0,
387,10,65.0,63.0,2.2,2.3,0,0,0,0,0,0,1,0,
402,6,65.0,58.5,4.4,4.5,0,0,0,0,0,0,0,0,
406,19,65.0,64.0,2.9,3.0,0,0,0,0,0,0,0,0,
408,16,65.0,63.5,3.4,3.9,0,0,1,0,0,0,0,0,
415,5,65.0,63.0,3.4,3.7,0,0,1,0,0,0,0,0,
1622,1,65.0,63.0,2.9,3.3,0,1,0,0,0,1,0,0,
1650,5,65.0,59.0,2.9,3.6,0,1,0,0,r,0,0,0,
1655,5,65.0,63.5,5.5,6.8,0,0,0,0,0,0,1,1,
1659,8,65.0,63.0,3.7,3.8,0,0,0,0,0,0,0,0,
1688,4,65.0,63.5,3.0,2.8,0,0,1,0,0,2,0,0,
1697,5,65.0,63.5,3.1,3.4,0,0,0,0,0,0,0,0,
1813,14,65.0,62.5,5.5,5.8,0,0,1,0,0,1,0,0,
1856,5,65.0,62.5,4.8,5.4,0,0,0,0,0,0,0,0,
1860,6,65.0,63.5,3.9,5.0,0,0,1,0,0,0,0,0,
1898,9,65.0,64.0,3.9,4.6,0,0,1,0,0,0,0,0,
1933,14,65.0,65.0,4.0,5.0,0,0,0,0,0,0,0,0,
1937,12,65.0,65.0,3.9,4.3,0,0,0,0,0,0,0,0,
1944,2,65.0,63.0,3.4,3.8,0,0,1,0,0,2,0,0,
1972,1,65.0,63.0,3.5,3.8,0,0,0,0,0,1,0,0,
1979,15,65.0,62.6,3.8,4.0,0,0,1,0,0,0,0,0,
1980,14,65.0,63.0,4.1,4.5,0,0,1,0,0,0,0,0,
1981,11,65.0,63.0,3.4,3.6,0,0,1,0,0,0,0,0,
7,8,65.5,64.5,3.5,4.0,0,0,0,0,0,0,0,0,
10,8,65.5,65.0,4.3,4.7,0,0,0,0,0,0,0,0,
11,8,65.5,65.5,3.0,3.0,0,0,0,0,0,0,0,0,
18,15,65.5,64.0,3.0,3.3,0,0,0,0,0,0,0,0,
19,13,65.5,63.5,3.9,3.7,0,1,0,0,0,0,0,0,
21,19,65.5,63.5,3.6,4.2,0,0,0,0,0,0,0,0,
23,10,65.5,64.0,3.4,3.5,0,0,0,0,0,0,0,0,
31,9,65.5,64.5,4.3,4.8,0,0,1,0,0,0,0,0,
49,6,65.5,64.0,3.4,3.4,0,0,0,0,0,0,1,0,
63,7,65.5,63.5,3.8,3.9,0,0,0,0,0,0,0,0,
79,17,65.5,65.0,4.4,5.3,0,0,0,0,0,0,1,0,
111,11,65.5,65.5,4.7,5.1,0,0,0,0,0,0,0,0,
118,11,65.5,64.0,4.4,4.8,0,0,0,0,0,0,0,0,
125,14,65.5,63.0,3.6,4.4,0,0,0,0,0,0,0,0,
126,1,65.5,64.0,3.8,3.7,0,0,0,0,y,0,0,0,
145,1,65.5,64.0,4.3,3.9,0,0,0,0,0,1,0,0,
145,2,65.5,64.0,3.8,3.9,0,0,0,0,0,2,0,0,
148,11,65.5,63.0,4.0,4.7,0,0,1,0,0,2,0,0,
155,7,65.5,63.5,3.6,3.6,0,0,1,0,0,0,0,0,
165,4,65.5,65.0,3.5,4.3,0,0,1,0,0,0,0,0,
166,19,65.5,63.0,3.6,3.8,0,0,0,0,0,0,0,0,
170,3,65.5,65.0,4.3,4.6,0,0,0,0,0,0,1,0,
171,8,65.5,62.0,3.2,2.8,0,0,0,0,0,0,0,0,
172,8,65.5,65.5,5.2,5.5,0,0,0,0,0,0,0,0,
212,2,65.5,65.0,5.9,6.2,0,0,0,0,0,0,0,0,
218,2,65.5,57.0,5.2,5.4,0,0,0,0,b,0,0,0,
218,6,65.5,64.5,6.4,6.9,0,0,0,0,0,0,1,0,
247,4,65.5,5.5,2.7,2.9,0,0,0,0,r,0,0,0,
272,23,65.5,64.5,3.8,5.3,0,0,0,0,0,0,0,0,
299,4,65.5,65.0,4.5,4.7,1,0,0,0,0,0,0,0,
302,9,65.5,63.5,3.3,3.5,0,0,0,0,0,0,0,0,
303,9,65.5,64.0,3.6,4.3,0,0,1,0,0,0,0,0,
305,4,65.5,61.5,5.2,5.4,0,0,1,0,0,0,0,0,
309,12,65.5,63.0,2.5,2.6,0,0,0,0,0,0,0,0,
309,17,65.5,64.5,2.6,2.8,0,1,0,0,0,0,0,0,
310,2,65.5,53.0,4.9,5.8,0,1,0,0,y,0,0,0,
313,15,65.5,61.5,4.6,5.1,0,1,0,0,0,0,0,0,
313,24,65.5,65.0,4.2,4.0,0,0,1,0,0,0,0,0,
355,1,65.5,62.5,4.0,4.4,0,0,1,0,0,1,0,0,
355,4,65.5,63.5,5.3,6.2,0,0,0,0,0,0,0,0,
356,10,65.5,62.5,2.9,3.7,0,0,0,0,0,0,0,0,
357,16,65.5,62.0,3.3,3.6,0,0,0,0,0,0,0,0,grn_ht > tot_ht so MLV switched upon entry
359,18,65.5,61.0,3.6,4.1,0,0,1,0,0,0,0,0,
362,8,65.5,63.0,3.3,3.8,0,0,0,0,0,0,0,0,
408,1,65.5,28.0,3.6,3.7,0,0,0,0,y,0,0,0,
414,7,65.5,66.0,4.7,4.5,0,0,0,0,0,0,0,0,grn_ht > tot_ht
1617,1,65.5,65.0,2.9,4.4,0,0,0,0,0,1,0,0,
1648,6,65.5,63.5,3.7,4.0,0,1,0,0,0,0,0,0,
1655,14,65.5,62.0,4.0,4.5,0,0,1,0,0,0,0,0,
1684,4,65.5,54.0,2.6,2.8,0,0,1,0,0,2,0,0,
1971,4,65.5,64.0,3.6,4.4,0,0,1,0,0,0,0,0,
1974,10,65.5,64.5,2.9,3.4,0,0,1,0,0,0,0,0,
1977,13,65.5,63.5,3.5,3.8,0,0,0,0,0,2,0,0,
1979,11,65.5,64.0,3.4,3.8,0,0,1,0,0,0,0,0,
155,12,65.6,63.0,4.8,5.3,0,0,0,0,0,0,0,0,
176,5,65.6,64.0,6.7,6.9,0,0,0,0,0,0,1,0,
415,13,65.6,64.0,3.4,3.7,0,0,0,0,0,0,0,0,
12,8,66.0,62.5,4.7,4.6,0,0,0,0,0,0,0,0,
23,6,66.0,65.5,4.2,4.5,0,0,0,0,0,0,0,0,
27,23,66.0,66.0,3.9,4.2,0,0,0,0,0,0,0,0,
31,7,66.0,65.5,4.1,4.4,0,0,0,0,0,0,0,0,
53,1,66.0,64.5,3.9,4.2,0,0,0,0,0,1,0,0,
64,6,66.0,63.0,4.4,4.6,0,0,1,0,0,0,0,0,
67,1,66.0,55.0,4.2,4.6,0,0,1,0,y,0,0,0,
69,16,66.0,63.5,4.4,5.2,0,0,1,0,0,0,0,0,
69,21,66.0,64.0,3.6,4.0,0,0,1,0,0,0,0,0,
73,5,66.0,66.0,3.9,5.0,0,0,0,0,0,0,1,0,
77,25,66.0,65.5,4.4,3.0,0,0,0,0,0,0,0,0,
109,11,66.0,64.0,2.5,2.7,0,0,0,0,0,0,0,0,
109,17,66.0,65.5,3.3,3.6,0,0,1,0,0,0,0,0,
113,2,66.0,63.0,2.6,2.5,0,0,0,0,0,0,0,0,
113,3,66.0,65.5,4.8,5.1,0,0,0,0,0,0,0,0,
117,10,66.0,65.0,3.9,4.1,0,0,0,0,0,0,0,0,
118,4,66.0,53.5,4.0,4.4,0,0,0,0,r,0,0,0,
118,9,66.0,64.0,2.5,2.7,0,0,0,0,0,0,0,0,
119,4,66.0,65.0,5.7,6.2,0,0,0,0,0,2,0,0,
120,5,66.0,65.0,4.6,4.9,0,0,1,0,0,0,0,0,
126,7,66.0,64.5,6.2,6.3,0,0,0,0,0,0,0,0,
147,7,66.0,65.0,3.5,3.7,0,0,0,0,0,0,0,0,
162,9,66.0,65.0,5.0,6.4,0,0,0,0,0,0,0,0,
166,10,66.0,64.5,3.4,3.7,0,0,0,0,0,0,0,0,
168,11,66.0,64.5,4.3,4.9,0,0,1,0,0,0,0,0,
169,11,66.0,63.5,4.4,4.6,0,0,0,0,0,0,0,0,
172,24,66.0,65.5,4.8,5.0,0,0,0,0,0,0,0,0,
174,23,66.0,65.0,4.4,4.7,0,0,0,0,0,0,0,0,
198,3,66.0,64.0,3.1,3.4,0,0,1,0,0,1,0,0,
201,5,66.0,65.0,3.4,3.5,0,0,0,0,0,2,0,0,
250,1,66.0,65.0,3.5,3.5,0,0,0,0,0,1,0,0,
251,27,66.0,64.5,3.1,2.8,0,0,0,0,0,0,0,0,
252,5,66.0,27.0,3.2,3.4,0,1,0,0,0,0,0,0,
258,8,66.0,65.5,4.2,4.8,0,0,0,0,0,0,0,0,
260,14,66.0,66.0,4.8,4.8,0,0,0,0,0,0,0,0,
261,11,66.0,65.0,4.1,4.3,0,0,1,0,0,0,0,0,
268,23,66.0,65.5,4.4,4.6,0,0,0,0,0,0,1,0,
291,20,66.0,65.5,2.6,2.6,0,0,0,0,0,0,0,0,
304,5,66.0,65.0,4.3,4.3,0,0,0,0,0,0,0,0,
305,17,66.0,64.5,4.5,4.8,0,0,0,0,0,0,0,0,
319,22,66.0,65.0,3.7,5.5,0,0,0,0,0,0,0,0,
353,4,66.0,65.5,3.7,3.9,0,0,0,0,0,0,0,0,
356,2,66.0,62.5,4.7,5.2,0,0,0,0,0,0,0,0,
356,9,66.0,65.0,3.0,2.7,0,0,0,0,0,0,0,0,
366,15,66.0,63.5,2.4,2.9,0,0,0,0,0,0,0,0,
402,4,66.0,65.0,4.6,5.4,0,0,1,0,0,1,0,0,
403,7,66.0,64.0,2.8,3.7,0,0,0,0,0,0,0,0,
413,1,66.0,65.0,3.6,3.9,0,0,0,0,0,0,1,0,
1621,5,66.0,63.5,4.6,4.8,0,0,0,0,0,0,0,0,
1635,11,66.0,65.0,4.0,4.1,1,0,0,0,0,0,1,0,
1650,10,66.0,63.5,3.5,3.8,0,0,1,0,0,0,0,0,
1684,7,66.0,64.5,2.9,3.1,0,0,1,0,0,0,0,0,
1700,6,66.0,62.0,4.0,5.5,0,0,0,0,0,0,0,0,
1804,26,66.0,64.5,3.1,3.3,0,0,1,0,0,0,0,0,
1811,13,66.0,64.0,4.3,4.9,0,0,0,0,0,0,0,0,
1818,5,66.0,64.0,4.6,5.3,0,0,0,0,0,0,0,0,
1856,6,66.0,54.0,4.7,5.5,0,1,0,0,0,0,0,0,
1860,3,66.0,65.5,4.5,5.2,0,0,1,0,0,0,1,1,
1879,5,66.0,63.0,3.6,3.1,0,0,1,0,0,0,1,0,
1899,14,66.0,63.0,3.2,3.5,0,0,1,0,0,0,0,0,
1933,2,66.0,63.5,4.9,5.4,0,0,0,0,0,2,0,0,
1962,9,66.0,64.5,5.7,5.9,0,0,0,0,0,0,0,0,
1962,9,66.0,64.5,5.7,5.9,0,0,0,0,0,0,0,0,
1971,15,66.0,65.0,3.4,4.1,0,0,0,0,0,0,0,0,
1973,13,66.0,64.0,6.3,6.8,0,0,1,0,0,0,0,0,
1978,5,66.0,64.5,3.9,4.6,0,0,0,0,0,0,0,0,
1982,1,66.0,64.0,5.0,3.7,0,0,0,0,0,1,0,0,
1983,20,66.0,64.0,3.9,4.3,0,0,0,0,0,0,0,0,
1990,3,66.0,65.0,4.4,5.0,0,0,0,0,0,0,1,0,
14,8,66.5,64.5,3.9,4.1,0,0,0,0,0,0,0,0,
24,6,66.5,32.0,2.3,4.1,0,0,0,0,0,0,0,0,
27,7,66.5,65.0,3.5,4.0,0,0,0,0,0,0,0,0,
51,7,66.5,64.5,3.2,3.6,0,0,0,0,0,0,0,0,
51,10,66.5,64.0,3.4,3.1,0,0,0,0,0,0,0,0,
54,6,66.5,66.5,3.6,3.9,0,0,0,0,0,0,0,0,
54,14,66.5,67.0,2.6,2.9,0,0,0,0,0,0,0,0,
54,18,66.5,63.0,3.2,3.7,0,0,0,0,0,1,0,0,
54,19,66.5,65.0,3.6,3.5,0,0,0,0,0,2,0,0,
64,5,66.5,61.0,4.7,4.3,0,0,0,0,0,0,0,0,
66,2,66.5,66.0,4.3,4.8,0,0,0,0,0,2,0,0,
66,8,66.5,64.5,3.9,5.4,0,0,0,0,0,0,0,0,
68,21,66.5,66.0,3.1,3.7,0,0,0,0,0,0,0,0,
69,7,66.5,66.0,4.0,4.2,0,0,0,0,0,0,1,0,
71,13,66.5,65.5,5.9,7.2,0,0,0,0,0,0,0,0,
104,12,66.5,60.0,2.6,2.7,0,0,0,0,0,0,1,0,
113,9,66.5,66.5,4.6,5.0,0,0,0,0,0,0,0,0,
116,19,66.5,66.0,4.3,4.5,0,0,0,0,0,0,0,0,
120,9,66.5,65.0,3.5,3.6,0,0,0,0,0,0,0,0,
155,4,66.5,64.0,4.3,4.3,0,0,0,0,b,0,0,0,
157,8,66.5,65.0,3.5,3.7,0,0,1,0,0,0,0,0,
165,17,66.5,64.5,4.3,5.0,0,0,0,0,0,0,0,0,
172,20,66.5,65.0,5.2,5.4,0,0,1,0,0,0,0,0,
173,3,66.5,65.0,4.4,4.5,0,0,0,0,0,0,0,0,
199,7,66.5,66.5,3.9,4.0,0,0,0,0,0,0,0,0,
211,10,66.5,66.0,2.6,3.0,0,0,0,0,0,0,0,0,
241,3,66.5,65.5,3.4,3.7,0,0,1,0,0,1,0,0,
243,16,66.5,65.5,3.4,3.6,0,0,0,0,0,2,0,0,
252,11,66.5,6.0,2.1,2.2,0,0,0,0,0,0,0,0,
258,4,66.5,65.5,3.4,3.6,0,0,0,0,0,0,0,0,
293,1,66.5,64.5,2.7,3.1,0,0,0,0,y,0,0,0,
298,15,66.5,65.0,3.6,3.8,0,0,0,0,0,1,0,0,
308,16,66.5,65.0,4.4,4.7,0,0,0,0,0,0,0,0,
309,6,66.5,66.0,2.4,2.4,0,0,0,0,0,0,0,0,
313,9,66.5,63.5,3.7,4.4,0,0,0,0,0,0,0,0,
319,12,66.5,64.5,3.6,3.8,0,0,0,0,0,0,0,0,
340,8,66.5,66.0,1.5,1.5,0,0,0,0,0,0,0,0,
355,2,66.5,49.0,4.6,5.3,0,1,0,0,0,2,0,0,
355,6,66.5,66.0,4.4,5.0,0,0,1,0,0,0,0,0,
362,10,66.5,62.5,3.4,3.9,0,0,0,0,0,0,0,0,
398,6,66.5,65.5,3.5,4.3,0,0,1,0,0,0,0,0,
403,3,66.5,66.0,2.8,3.7,0,0,0,0,0,0,0,0,
406,4,66.5,54.0,3.0,3.6,0,0,0,0,r,0,0,0,
408,6,66.5,66.0,3.2,3.8,0,0,1,0,0,0,0,0,
412,28,66.5,66.0,3.1,3.6,0,0,0,0,0,0,1,0,
1650,15,66.5,51.5,4.0,4.5,0,1,0,0,y,0,0,0,
1662,19,66.5,64.0,2.7,3.3,0,0,0,0,0,0,0,0,
1801,9,66.5,65.5,3.9,4.4,0,0,1,0,0,0,0,0,
1804,15,66.5,64.5,4.4,4.5,0,0,0,0,0,0,0,0,
1811,8,66.5,65.0,3.8,4.4,0,0,0,0,0,0,0,0,
1815,5,66.5,64.0,5.6,6.2,0,0,0,0,0,0,0,0,
1816,7,66.5,65.5,3.5,3.3,0,0,0,0,0,0,0,0,
1816,13,66.5,65.0,4.0,4.5,0,0,0,0,0,0,1,0,
1852,11,66.5,66.0,3.5,4.6,0,0,0,0,0,0,0,0,
1895,10,66.5,65.0,4.5,5.4,0,0,1,0,0,0,0,0,
1899,13,66.5,66.0,3.7,4.2,0,0,0,0,0,0,0,0,
1935,17,66.5,65.5,3.9,4.4,0,0,0,0,0,0,0,0,
1971,3,66.5,65.0,4.9,5.8,0,0,0,0,0,0,1,0,
1971,6,66.5,66.0,3.6,4.2,0,0,0,0,0,0,0,0,
1973,9,66.5,65.0,5.5,6.3,0,0,0,0,0,0,0,0,
1980,9,66.5,65.5,4.7,5.3,0,0,0,0,0,0,0,0,
1980,16,66.5,65.0,4.8,5.8,0,0,0,0,0,0,0,0,
1981,23,66.5,65.0,5.2,5.9,0,0,1,0,0,0,0,0,
1981,27,66.5,65.0,3.7,4.1,0,0,0,0,0,0,0,0,
1982,13,66.5,65.0,3.5,3.9,0,0,0,0,0,0,0,0,
1982,18,66.5,64.5,3.6,3.8,0,0,0,0,0,0,0,0,
7,10,67.0,63.5,3.7,3.5,0,0,0,0,b,0,0,0,
10,11,67.0,64.5,3.7,3.6,0,0,0,0,0,0,0,0,
12,5,67.0,65.0,3.9,4.0,0,0,1,0,0,0,0,0,
15,5,67.0,63.0,3.2,3.4,0,0,0,0,y,0,0,0,
16,5,67.0,64.5,3.7,3.2,0,0,0,0,0,0,0,0,
18,5,67.0,67.0,3.3,3.6,0,0,0,0,0,0,0,0,
19,2,67.0,65.0,4.6,4.9,0,0,0,0,y,0,0,0,
25,5,67.0,66.5,3.9,4.2,0,0,0,0,0,0,0,0,
27,14,67.0,65.5,4.8,5.2,0,0,0,0,0,0,0,0,
69,9,67.0,66.0,3.8,4.2,0,0,0,0,0,0,0,0,
72,16,67.0,67.0,3.8,4.4,1,0,1,0,0,0,0,0,
78,15,67.0,66.0,4.1,4.9,0,0,1,0,0,0,0,0,
79,15,67.0,66.0,4.4,4.8,0,0,0,0,0,1,0,0,
87,2,67.0,64.5,5.0,5.4,0,0,0,0,0,0,0,0,
116,5,67.0,66.5,4.7,4.6,0,0,0,0,0,0,0,0,
116,9,67.0,67.0,3.2,3.6,0,0,0,0,0,0,0,0,
116,16,67.0,65.0,5.0,5.2,0,0,1,0,0,0,0,0,
116,27,67.0,66.5,4.3,4.3,0,0,1,0,0,0,0,0,
124,9,67.0,67.0,5.4,5.4,0,0,0,0,0,0,0,0,
126,8,67.0,64.0,4.9,5.1,0,0,0,0,0,0,0,0,
155,8,67.0,65.0,4.0,4.1,0,0,0,0,0,0,0,0,
155,15,67.0,66.0,2.8,2.6,0,0,0,0,0,0,0,0,
155,16,67.0,65.0,4.1,4.2,0,0,0,0,0,0,0,0,
161,8,67.0,66.5,4.8,4.8,0,0,0,0,0,0,1,0,
163,21,67.0,65.5,4.8,5.6,0,0,0,0,0,0,0,0,
170,6,67.0,66.0,3.6,4.3,0,0,0,0,0,0,0,0,
171,7,67.0,65.5,4.3,4.8,0,0,1,0,0,0,0,0,
173,11,67.0,66.0,3.9,4.4,0,0,1,0,0,0,0,0,
173,17,67.0,63.5,2.8,3.4,0,0,0,0,y,0,0,0,
174,9,67.0,66.0,4.0,4.0,0,0,0,0,0,0,0,0,
174,14,67.0,66.0,5.0,5.5,0,0,1,0,0,0,0,0,
195,1,67.0,54.0,3.0,3.3,0,0,0,0,r,0,0,0,
199,13,67.0,64.5,2.7,3.1,0,0,0,0,0,0,0,0,
206,8,67.0,65.0,3.8,4.7,0,0,0,0,0,0,0,0,
218,26,67.0,65.5,4.3,4.5,0,0,1,0,0,0,0,0,
223,18,67.0,66.0,4.1,5.2,0,0,0,0,0,0,0,0,
229,3,67.0,65.0,6.0,7.0,0,0,0,0,0,0,1,0,
246,13,67.0,62.0,3.8,3.8,0,0,1,0,0,2,0,0,
250,15,67.0,64.5,3.6,4.2,0,0,0,0,0,0,0,0,
258,20,67.0,66.5,3.7,4.4,0,0,1,0,0,0,0,0,
261,7,67.0,66.5,4.9,5.6,0,0,0,0,0,0,0,0,
265,9,67.0,66.0,4.9,5.4,0,0,0,0,0,0,0,0,
270,10,67.0,65.0,3.9,4.6,0,0,0,0,0,0,0,0,
272,21,67.0,66.0,4.6,5.4,0,0,0,0,0,0,0,0,
297,15,67.0,65.5,4.6,5.1,0,0,0,0,0,0,0,0,
301,2,67.0,64.0,2.7,3.0,0,0,0,0,0,1,0,0,
302,15,67.0,65.0,4.0,4.1,0,0,1,0,0,0,0,0,
304,28,67.0,64.0,4.3,4.6,0,0,0,0,0,1,0,0,
349,24,67.0,65.0,2.9,3.0,0,0,0,0,0,0,1,0,
353,11,67.0,64.5,3.1,3.4,0,1,0,0,0,0,0,0,
366,12,67.0,65.0,2.9,3.7,0,0,0,0,0,0,0,0,
367,7,67.0,67.0,5.0,5.7,1,0,0,0,0,1,0,0,
388,5,67.0,64.0,2.3,2.4,0,0,0,0,0,0,0,0,
405,12,67.0,60.0,3.4,3.7,0,0,1,0,0,0,0,0,
406,20,67.0,65.0,3.2,3.4,0,0,0,0,0,0,0,0,
408,14,67.0,66.0,3.1,3.3,0,0,1,0,0,0,0,0,
412,21,67.0,67.0,2.7,2.6,0,0,0,0,0,0,0,0,
1621,10,67.0,64.5,3.9,4.4,0,1,0,0,0,0,0,0,
1635,8,67.0,64.5,3.5,3.6,0,0,1,0,0,0,0,0,
1653,3,67.0,64.0,3.6,4.0,0,0,1,0,0,1,0,0,
1655,13,67.0,66.0,4.5,4.9,0,0,0,0,0,0,0,0,
1656,14,67.0,66.0,2.7,2.6,0,0,0,0,0,0,0,0,
1662,9,67.0,67.0,2.7,3.0,0,0,0,0,0,0,0,0,
1663,6,67.0,64.0,3.6,3.8,0,0,0,0,0,0,0,0,
1806,7,67.0,64.5,4.4,6.3,0,0,0,0,0,0,0,0,
1810,1,67.0,64.5,4.2,4.6,0,0,0,0,y,0,0,0,
1835,4,67.0,64.0,4.7,5.1,0,0,0,0,0,1,0,0,
1842,9,67.0,40.0,4.1,5.1,0,1,0,0,0,0,0,0,
1851,6,67.0,66.0,4.0,4.5,0,0,1,0,0,0,0,0,
1899,4,67.0,66.0,5.3,5.8,0,0,0,0,0,2,0,0,
1971,12,67.0,67.0,4.3,5.1,0,0,0,0,0,0,0,0,
1974,14,67.0,65.5,4.6,5.0,0,0,1,0,0,0,0,0,
1977,9,67.0,64.5,4.6,4.7,0,0,0,0,0,0,0,0,
1980,21,67.0,66.0,4.2,4.8,0,0,1,0,0,0,0,0,
1987,2,67.0,65.0,3.9,4.5,0,0,1,0,0,2,0,0,
17,3,67.5,66.0,3.6,3.9,0,0,1,0,0,0,0,0,
21,8,67.5,65.5,4.6,5.6,0,0,0,0,0,0,0,0,
27,4,67.5,64.0,3.9,3.8,0,0,0,0,r,0,0,0,
67,3,67.5,69.0,3.7,4.7,0,0,0,0,0,2,0,0,
68,20,67.5,66.0,3.4,4.0,0,0,0,0,0,0,0,0,
72,2,67.5,66.0,3.4,3.6,0,0,0,0,0,1,0,0,
75,12,67.5,65.5,4.0,4.4,0,0,0,0,0,0,0,0,
76,7,67.5,67.0,5.1,5.3,0,0,0,0,0,0,0,0,
79,9,67.5,67.0,3.5,3.9,0,0,0,0,0,0,0,0,
109,14,67.5,67.0,4.0,4.4,0,0,1,0,0,0,0,0,
114,7,67.5,67.0,4.0,4.5,0,0,0,0,0,0,0,0,
117,8,67.5,65.5,4.6,5.7,0,0,1,0,0,0,0,0,
149,6,67.5,65.5,3.8,4.0,0,0,0,0,0,0,0,0,
153,7,67.5,65.0,2.8,2.9,0,0,1,0,0,0,0,0,
155,1,67.5,67.0,3.6,4.0,0,0,1,0,0,1,0,0,
157,14,67.5,66.0,3.4,3.6,0,0,0,0,0,0,0,0,
157,15,67.5,66.0,3.5,3.6,0,0,0,0,0,0,0,0,
170,5,67.5,66.0,4.0,4.2,0,0,0,0,0,0,0,0,
172,11,67.5,66.0,3.5,3.7,0,0,0,0,0,0,0,0,
206,11,67.5,66.5,2.9,3.4,0,0,0,0,0,0,0,0,
219,11,67.5,66.5,5.2,5.7,0,0,0,0,0,0,0,0,
223,25,67.5,67.0,4.3,4.7,0,0,0,0,0,2,0,0,
241,4,67.5,66.5,3.8,3.9,0,0,1,0,0,2,0,0,
243,11,67.5,66.0,2.8,2.9,0,0,1,0,0,0,0,0,
257,17,67.5,66.0,3.8,3.9,0,0,1,0,0,0,0,0,
257,19,67.5,67.0,2.5,2.7,0,0,1,0,0,0,0,0,
260,21,67.5,66.0,4.6,5.4,0,0,1,0,0,0,0,0,
294,11,67.5,66.0,2.3,2.4,0,0,0,0,0,0,0,0,
296,12,67.5,64.5,2.8,2.8,0,0,0,0,0,0,0,0,
301,6,67.5,65.5,3.8,4.9,0,0,0,0,0,0,0,0,
348,13,67.5,65.0,4.3,4.3,0,0,0,0,0,0,0,0,
367,4,67.5,65.0,3.3,3.9,0,0,0,0,0,0,0,0,
368,11,67.5,64.0,4.2,4.1,0,0,1,0,0,0,0,0,
407,3,67.5,64.0,2.1,2.4,0,0,0,0,y,0,0,0,
407,12,67.5,67.0,4.5,4.7,0,0,1,0,0,0,0,0,
416,1,67.5,43.0,4.4,4.4,1,0,0,0,y,0,0,0,
1658,5,67.5,66.5,2.6,2.6,0,0,0,0,0,0,0,0,
1660,11,67.5,66.5,3.8,4.2,0,0,0,0,0,0,0,0,
1661,10,67.5,66.0,3.0,3.2,0,0,0,0,0,0,0,0,
1665,11,67.5,67.5,5.3,5.6,0,0,0,0,0,0,0,0,
1692,10,67.5,67.0,3.3,3.4,0,0,0,0,0,0,0,0,
1806,11,67.5,65.5,5.8,6.3,0,0,1,0,0,0,0,0,
1811,16,67.5,66.0,5.2,6.1,0,0,0,0,0,2,0,0,
1812,5,67.5,66.5,3.4,4.2,0,0,0,0,0,0,0,0,
1813,15,67.5,65.0,4.5,4.6,0,0,0,0,0,2,0,0,
1813,16,67.5,66.0,5.5,6.0,0,0,0,0,0,0,1,0,
1932,9,67.5,66.0,3.5,4.5,0,0,0,0,0,0,0,0,
1933,17,67.5,65.0,3.5,3.4,0,0,0,0,0,0,0,0,
1944,4,67.5,64.5,3.5,3.8,0,0,0,0,0,0,0,0,
1957,4,67.5,65.0,2.5,2.7,0,0,0,0,0,0,0,0,
1962,13,67.5,66.5,4.9,5.1,0,0,0,0,0,0,0,0,
1962,13,67.5,66.5,4.9,5.1,0,0,0,0,0,0,0,0,
1973,15,67.5,66.5,3.5,3.8,0,0,0,0,0,0,0,0,
1978,3,67.5,65.5,4.4,4.9,0,0,1,0,0,0,1,0,
1979,12,67.5,66.0,3.4,3.8,0,0,1,0,0,0,0,0,
1989,9,67.5,62.0,4.6,4.9,0,0,0,0,0,0,0,0,
1989,10,67.5,67.0,4.0,4.1,0,1,0,0,0,0,0,0,
7,1,68.0,66.0,4.0,4.4,0,0,1,0,0,1,0,0,
8,3,68.0,43.5,3.3,3.4,0,0,0,0,0,0,0,0,
10,10,68.0,65.5,4.0,4.5,0,0,0,0,0,0,0,0,
16,17,68.0,65.5,2.9,3.3,0,0,0,0,0,0,0,0,
18,20,68.0,65.0,3.2,3.7,0,0,0,0,0,0,0,0,
21,7,68.0,66.5,3.3,3.6,0,0,0,0,0,0,0,0,
27,15,68.0,67.0,4.0,4.7,0,0,0,0,0,0,0,0,
66,11,68.0,67.5,3.1,3.6,0,0,0,0,0,0,0,0,
67,9,68.0,66.5,3.4,4.0,0,0,0,0,0,0,0,0,
68,19,68.0,67.0,3.8,4.0,0,0,1,0,0,0,0,0,
73,7,68.0,67.5,4.4,5.1,0,0,1,0,0,0,0,0,
75,9,68.0,66.5,4.1,4.3,0,0,1,0,0,0,0,0,
78,20,68.0,66.5,4.2,4.2,0,0,1,0,0,0,0,0,
116,6,68.0,67.0,3.1,3.1,0,0,0,0,0,0,0,0,
117,9,68.0,66.5,3.6,4.2,0,0,0,0,0,0,0,0,
117,14,68.0,66.0,2.9,3.1,0,0,0,0,0,0,0,0,
119,10,68.0,64.0,4.8,5.2,0,0,1,0,0,0,0,0,
124,24,68.0,68.0,4.8,5.4,0,0,0,0,0,1,0,0,
149,5,68.0,54.5,3.6,4.0,0,1,1,0,b,0,0,0,
157,17,68.0,67.5,5.1,5.7,0,0,0,0,0,0,0,0,
165,18,68.0,67.5,4.3,4.8,0,0,1,0,0,0,0,0,
172,4,68.0,64.5,2.9,3.2,0,0,0,0,r,0,0,0,
